id,name,logo,description_en,description_ru,images,createdAt
8730a63f-14b3-4ab5-a169-e6834c2759b6,ARADA,https://files.alnair.ae/uploads/2025/10/cc/6e/cc6e912a3da38df2e6c746f38768153b.jpg,"","Созданная с целью предоставления превосходной недвижимости, ARADA (совместное предприятие KBW Investments и Basma Group) стремится к своевременной сдаче проектов. Новая компания опирается на огромный опыт своих основателей. Потенциальным жителям и инвесторам предлагается качественный опыт проживания ARADA Living и возможности владения эргономично спроектированными домами. Бренд ARADA стал синонимом надежности и ценности для конечного пользователя (проекты Aljada, Masaar, Jouri Hills).","{https://files.alnair.ae/uploads/2025/10/cc/6e/cc6e912a3da38df2e6c746f38768153b.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/10/6c/95/6c95991a5cc5435300e8292ea63042c2.jpg;https://files.alnair.ae/uploads/gallery_photo/2023/7/6a/00/6a00e810cbe595bd13f769c9db983033.png;https://files.alnair.ae/uploads/gallery_photo/2023/7/d0/c7/d0c7530a56aa2804f31e623768adb2c3.png;https://files.alnair.ae/uploads/gallery_photo/2024/1/69/50/69509e3c38da9aa34c8bd90ca02abd8a.jpg;https://files.alnair.ae/uploads/gallery_photo/2023/5/a9/6b/a96bf643af2c1f3e196fd8cf8d55ffb7.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/12/1d/1b/1d1b9ccede71770161cb057f38489492.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/9/c5/36/c536b4ef442b86447cc9d34682f4f488.jpg;https://files.alnair.ae/uploads/gallery_photo/2023/6/da/f4/daf46b10ed0999bd1c16df3275f1c693.jpg;https://files.alnair.ae/uploads/gallery_photo/2023/10/25/69/25698b686fdf388f90f8f6cb9dfbc385.png;https://files.alnair.ae/uploads/gallery_photo/2024/5/d1/dd/d1ddc5738eefdb699cbb6a9dfaf5e503.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/6/71/73/7173c94cd00b357e8a048abe16624ec0.png;https://files.alnair.ae/uploads/gallery_photo/2023/11/ed/d8/edd82b82c4a894e97396a073f11ad1e4.png;https://files.alnair.ae/uploads/gallery_photo/2024/6/35/5a/355a66fac379dfd3f04f50461e42380a.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/9/f4/8e/f48e7265aff62a72e7a74afefba98367.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/9/99/a0/99a0ba7cf77ad1c37313ae8f9710a9c9.jpg;https://files.alnair.ae/uploads/gallery_photo/2023/5/15/f0/15f02ede6c540ed43cb48583d6deb014.png;https://files.alnair.ae/uploads/gallery_photo/2024/10/1c/c8/1cc8ff700575f37a266669fcdc84e4c4.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/1/92/f6/92f6ac0049934ddf4c02f2786e778e75.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/4/1e/88/1e889ef9b3a81893113ac6bd82466c9f.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/8/fe/af/feaff42ad884861568fba410191886d5.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/10/ed/e5/ede5ddb3e58f145853ced23a70d7d60c.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/12/ba/38/ba382e0cd428f9fe5b43024e8fe713aa.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/3/2d/1a/2d1a35d2354a92fbea217132cea10b46.jpg;https://files.alnair.ae/uploads/gallery_photo/2023/5/04/d2/04d20da090ab812b7edff19a4ff51a56.png;https://files.alnair.ae/uploads/gallery_photo/2025/3/47/a6/47a6cc8b8ac5500cad88f75e6399c022.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/2/b5/cb/b5cbfa3b4175960747eee422f57b2705.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/3/a5/ff/a5ffdbef17ac690937db98c9c8fc780f.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/3/0c/a5/0ca54e88697945decc196dc5815575d3.jpg;https://files.alnair.ae/uploads/gallery_photo/2023/5/0a/50/0a506ba409ffff44746b503572c557cd.jpg;https://files.alnair.ae/uploads/gallery_photo/2023/5/a0/57/a05770c409c0a68db717390f0802c611.png;https://files.alnair.ae/uploads/gallery_photo/2023/6/a8/a0/a8a0a370323e6b3e9a77ed5b0a0f0335.png;https://files.alnair.ae/uploads/gallery_photo/2023/6/b9/1d/b91dd1f12ce134772947e6cbaf267df5.jpg;https://files.alnair.ae/uploads/gallery_photo/2023/10/91/30/91304e6cf2b6b2d8218ee605d8f0a303.png;https://files.alnair.ae/uploads/gallery_photo/2023/11/0d/59/0d599939f3e28d449d33ebacb4c46cb1.png}",2025-11-13T00:22:50.629Z
3f75b45e-6f1c-4ce2-b2ad-a2929db8fcff,ARIB Developments,https://files.alnair.ae/uploads/2024/5/4a/64/4a64c7a59d68e9b87ad4a08e7b2dbb65.png,"","ARIB Real Estate Development Company находится в авангарде инноваций в сфере недвижимости, предлагая опыт роскошной жизни на фоне захватывающих городских пейзажей. Обширный опыт компании в индустрии гарантирует, что каждый проект является образцом утонченности, комфорта и легкого доступа к городским удобствам. ARIB стремится создавать дома, которые становятся не просто местом жительства, а символом статуса.","{https://files.alnair.ae/uploads/2024/5/4a/64/4a64c7a59d68e9b87ad4a08e7b2dbb65.png;https://files.alnair.ae/uploads/gallery_photo/2025/7/c5/f4/c5f45bda5494475d59ce1e75ec3c4db9.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/3/68/f6/68f66496cc2ee6c1edaa813a785978e5.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/5/cb/e1/cbe101d51d92d3496e903011a219e788.png}",2025-11-13T00:22:50.640Z
1bdfa9b6-f1dd-4626-8bdd-3b40942b0c55,AUM Development,https://files.alnair.ae/uploads/2025/8/9a/fa/9afabe94852c3749c3150bcc4353cdde.jpg,"","AUM Developers — «Энергия созидания, воплощенная в архитектуре». AUM символизирует изначальную вибрацию, породившую Вселенную. Вдохновленная этой энергией, компания превращает идеи в жилые пространства, где архитектура становится проводником вдохновения. В основе философии AUM лежит слияние древних индийских традиций (принципы Васту) и передовых технологий (BIM, умные системы). Каждый проект — это экосистема нового поколения, где человеческая жизнь, природа и технологии сосуществуют в гармонии.","{https://files.alnair.ae/uploads/2025/8/9a/fa/9afabe94852c3749c3150bcc4353cdde.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/8/67/01/67019e80de8e88cbe7afe055a1a25561.jpg}",2025-11-13T00:22:50.634Z
bfaf5309-a7cc-4459-bd41-99cf7f5d8b08,AYAT Development,https://files.alnair.ae/uploads/2025/5/78/94/7894d2f22ae748bc8e41eb78290c4cc2.jpg,"","AYAT Development — ведущая компания в сфере недвижимости и строительства, занимающаяся преобразованием городских ландшафтов. Компания специализируется на приобретении земли, разработке и завершении проектов, реализуя высококачественные жилые, коммерческие и промышленные объекты, включая мега-проекты в рамках жилищной программы Шейха Зайда. Приверженная инновациям и честности, AYAT формирует будущее недвижимости с помощью устойчивых и успешных решений.","{https://files.alnair.ae/uploads/2025/5/78/94/7894d2f22ae748bc8e41eb78290c4cc2.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/5/af/ed/afed3429228177f28a2abeac7d057b3e.png}",2025-11-13T00:22:50.645Z
597f8941-207a-4b36-91fb-ef1f16a5471b,AYS Property Development,https://files.alnair.ae/uploads/2023/6/3b/b4/3bb4af092ceed94bf4c585c472c97ffa.png,"","AYS Developments — ведущая девелоперская компания с подтвержденным опытом в сфере недвижимости и лайфстайл-объектов. Обладая значительным присутствием на ключевых мировых рынках, компания имеет портфель исключительной недвижимости в России и Финляндии. Миссия AYS в ОАЭ — создавать и предоставлять инвесторам и резидентам стильное жилье и торговые площади, которые отличаются современностью, доступной ценой и качеством, превосходящим текущие рыночные предложения.","{https://files.alnair.ae/uploads/2023/6/3b/b4/3bb4af092ceed94bf4c585c472c97ffa.png;https://files.alnair.ae/uploads/gallery_photo/2024/12/46/37/46371317747e32e782c04d78f27fa2aa.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/6/c9/ba/c9ba6a7d8deafddd31cb54ced0ef1a53.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/10/59/fc/59fccf94a3771bf6cef1c211213f260d.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/2/23/30/23300c0aaf6c6ec128693f608f883008.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/8/54/64/5464bb952dc30394f0fd4aec32eeb57f.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/9/93/12/93125c09c4aa32472cb98944acd07e0b.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/10/e0/7f/e07f495bb234f11b23af5a66523462a1.jpg}",2025-11-13T00:22:50.655Z
66ff71fa-1526-4f4e-a16a-d6b04b7653b5,Abou Eid Real Estate Development,https://files.alnair.ae/uploads/2023/12/5b/67/5b67848dcbc1d28b2cf551e0aa24f963.jpg,"","Abou Eid Real Estate Development — выдающийся мировой лидер в сфере частного девелопмента, известный своими исключительными проектами. Основанная в 1989 году в Ливане, компания за более чем три десятилетия укрепила свои позиции как надежный игрок на рынке. Abou Eid добилась успеха как на внутреннем, так и на международном рынках, произведя революцию в жилом секторе Ближнего Востока благодаря внедрению новаторских таунхаусов. Приверженность инновациям и дальновидность вывели Abou Eid в авангард индустрии.","{https://files.alnair.ae/uploads/2023/12/5b/67/5b67848dcbc1d28b2cf551e0aa24f963.jpg;https://files.alnair.ae/uploads/gallery_photo/2023/12/4f/97/4f971d605d82b7c4977c4ea1f03717a7.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/10/24/32/2432c2c16196b71fab453a3daa1c0fc9.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/3/30/b7/30b7854eef04f81e40c9c8e267202c15.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/12/d7/24/d7245322f021b1c130b59093efe5ae36.jpg}",2025-11-13T00:22:50.650Z
58240475-f332-46f1-b89a-29b46ba3b271,Aces Property Development L.L.C,,"","Aces Property Development (входит в группу Riqueza) — это амбициозный застройщик, который специализируется на создании бутиковых жилых проектов с высокой доходностью. Компания фокусируется на реализации объектов в развивающихся районах Дубая, таких как Jumeirah Village Circle (JVC). Их проекты отличаются современным дизайном, качественной отделкой и вниманием к деталям, предлагая инвесторам и жильцам оптимальное соотношение цены и качества.","",2025-11-13T00:22:50.660Z
f3658fdc-20ca-4b11-a677-05db869756b3,Acube Developers,https://files.alnair.ae/uploads/2024/12/a0/98/a098a41778bdbf9a2013987ec738c6e1.jpg,"","Acube — ориентированный на клиента девелопер, готовый произвести революцию на рынке недвижимости Дубая благодаря стратегическому партнерству с ведущими компаниями ОАЭ. Предлагая комплексные решения, Acube стремится улучшить качество жизни и изменить мышление. Понимая потребности как домовладельцев, так и инвесторов, компания предлагает разнообразное портфолио проектов по всему Дубаю. Связи с первоклассными инвесторами и поставщиками делают Acube лидером в архитектуре и инженерном деле, предлагая инновационные и передовые решения.","{https://files.alnair.ae/uploads/2024/12/a0/98/a098a41778bdbf9a2013987ec738c6e1.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/3/89/ec/89ec27949a279007ac64def0d32df867.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/12/77/9b/779b40ecbc22c911052d4120c4e7134f.jpg;https://files.alnair.ae/uploads/gallery_photo/2023/6/1b/cf/1bcf12be7df679b3ad7f4c282478d3a6.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/4/43/f9/43f9b652d81efe94a29883f12138ee89.jpg}",2025-11-13T00:22:50.666Z
18de2fba-0a1a-4e7b-be94-cdcf66f8e174,Ag Properties,https://files.alnair.ae/uploads/2023/8/df/9b/df9bb1d654d78d2d162ee019d55ef228.jpg,"","См. описание для AG Properties (выше в предыдущих ответах). Это ведущий застройщик элитной недвижимости на Ближнем Востоке с более чем 20-летним опытом, предлагающий жилые и коммерческие проекты, обогащающие жизнь резидентов.","{https://files.alnair.ae/uploads/2023/8/df/9b/df9bb1d654d78d2d162ee019d55ef228.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/10/3f/9b/3f9b3dc2a681b52ec3f80ecfe882e421.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/5/5a/bb/5abb81d38103678f02d28f52014fee9d.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/5/2b/22/2b225fad949c8b608c16d3450b7f0863.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/12/5b/e8/5be8ea91fdfb21b3ea3925c99fbf4e78.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/10/4e/cb/4ecbb8b81881358c491de1e9d2f3498d.jpg;https://files.alnair.ae/uploads/gallery_photo/2023/7/d7/d4/d7d46515c6f23c76d69224410b8e3870.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/12/ed/0b/ed0bc5b9791004fbc7e34c4a8aace8cc.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/12/da/61/da61517f15f2e74b9fc93b7198c1d3cf.jpg;https://files.alnair.ae/uploads/gallery_photo/2023/9/34/7f/347f8807d3ce817fbbccdab328c8f3d6.jpg}",2025-11-13T00:22:50.664Z
18f8a744-a646-40a7-b332-3aa065436e34,Ahmadyar Real Estate Development,https://files.alnair.ae/uploads/2024/6/32/3c/323ce96475b5dcd3a599a4e9652dbec3.png,"","Ahmadyar Developments — маяк престижного образа жизни и инноваций в динамичном ландшафте недвижимости. Уходя корнями в основание Ahmadyar Group в 1992 году, компания расширила свое присутствие в Афганистане, ОАЭ, Турции и Европе. Специализируясь на премиальной недвижимости, Ahmadyar олицетворяет изысканность и совершенство, удовлетворяя вкусы взыскательных клиентов. Стратегический фокус на индивидуальных проектах и обязательство обеспечивать исключительную окупаемость инвестиций позволяют компании переопределять качество жизни в Дубае и за его пределами.","{https://files.alnair.ae/uploads/2024/6/32/3c/323ce96475b5dcd3a599a4e9652dbec3.png;https://files.alnair.ae/uploads/gallery_photo/2025/9/79/4f/794f0208edef3443247d0c752e795193.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/6/86/ca/86caf8da3c6fe1bece3d832a2eb59f4a.png}",2025-11-13T00:22:50.680Z
31716377-4acf-4357-bf6f-ac2a239859a0,Al Ali Property Investment,https://files.alnair.ae/uploads/2025/2/2f/63/2f635b2f54ed1d89337c709f2c7d3a68.jpg,"","Al Ali Property Investment (API) — надежный застройщик в ОАЭ, создающий современные городские сообщества. Каждый проект отличается высоким качеством строительства, продуманной архитектурой и комфортной средой обитания. API фокусируется на домах, отвечающих потребностям современного образа жизни, используя качественные материалы и функциональные планировки. Выбирая перспективные локации с удобным доступом к ключевым достопримечательностям, API заслужила репутацию создателя комфортных жилых кварталов.","{https://files.alnair.ae/uploads/2025/2/2f/63/2f635b2f54ed1d89337c709f2c7d3a68.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/8/7a/88/7a885f70d269e82d8811aabaeebd11ed.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/12/46/43/4643ee115dd162ab461c6b475e7a4bd7.jpg}",2025-11-13T00:22:50.672Z
5d0720ad-27a3-4636-b546-efbf27ca8677,Al Habtoor Group,https://files.alnair.ae/uploads/2022/10/28/c5/28c5ed34d2e1b760760fd139413a807b.jpg,"","Al Habtoor Group, начавшая как небольшая инженерная фирма в 1970 году, сегодня является одним из самых уважаемых конгломератов региона. Под руководством Халафа Ахмада Аль Хабтура группа добилась успеха в гостиничном бизнесе, автопроме, недвижимости и образовании. Подразделение недвижимости включает такие знаковые проекты, как Al Habtoor City (три жилые башни на берегу Дубайского канала) и Al Habtoor Polo Resort. Группа владеет 14 отелями по всему миру (включая Waldorf Astoria Palm Jumeirah) и является дилером Bentley, Bugatti и McLaren. Их проекты являются синонимом динамичного роста и качества.","{https://files.alnair.ae/uploads/2022/10/28/c5/28c5ed34d2e1b760760fd139413a807b.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/1/a4/de/a4decc8fcf713486a1e7fb178cd9ff4f.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/12/e1/53/e153e8e23220e2f7cb68dece2dc0f4a9.jpg;https://files.alnair.ae/uploads/gallery_photo/2022/12/d6/25/d62566ac733cdaf696a595fd07550034.jpg}",2025-11-13T00:22:50.686Z
7b2bb27a-25b8-4f0f-8c7e-44fea0a34191,Al Mawared Properties,https://files.alnair.ae/uploads/2025/3/2e/e3/2ee3fa0029d6010aa01f51947177d6f5.jpg,"","Al Mawared Properties — девелопер из Дубая, специализирующийся на развитии элитной жилой, гостиничной и коммерческой недвижимости. Являясь дочерней компанией Al Mawared Investment (одной из крупнейших инвестиционных компаний Персидского залива), они обладают сильной финансовой базой. Заметные проекты включают Barari Hills и Barari Parkview в Дубае. Компания также активна в Саудовской Аравии. Их миссия — создавать стильные и современные объекты, превосходящие текущие предложения рынка по качеству.","{https://files.alnair.ae/uploads/2025/3/2e/e3/2ee3fa0029d6010aa01f51947177d6f5.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/3/7a/ca/7acafadb52cfa28e4f6b84455dde4c25.jpg}",2025-11-13T00:22:50.675Z
fc3994d3-f40e-45c4-b3bf-c018b203ed62,Al Sayyah Group,https://files.alnair.ae/uploads/2024/11/08/67/0867d37e043386aa8e5d7c10ef667a93.jpg,"","Al Sayyah Real Estate Group — видная инвестиционная и девелоперская компания, основанная Мохаммедом Аль-Сайяхом, дальновидным лидером с более чем 35-летним опытом. Основанная в 2000 году, группа стала ведущим именем в индустрии, известным своими проектами (например, Sulafa Tower в Dubai Marina, Blue Bay Tower). Видение компании сочетает творчество с роскошной жизнью, предлагая исключительные возможности для инвестиций и обеспечивая высокое качество недвижимости для своих клиентов.","{https://files.alnair.ae/uploads/2024/11/08/67/0867d37e043386aa8e5d7c10ef667a93.jpg;https://files.alnair.ae/uploads/gallery_photo/2025/1/04/e1/04e18a6a19108f60aacefe7c10fd50bc.jpg}",2025-11-13T00:22:50.688Z
f1bd2405-8065-436d-9330-88ff9ee3df0f,Al Seeb Real Estate Development,https://files.alnair.ae/uploads/2024/7/94/22/94226e30241fa55e0cd9061c60faa8f2.png,"","Опираясь на 29-летний опыт, Al Seeb Real Estate Development (часть Al Safeer Group) построила наследие, основанное на отличной репутации в сфере жилых, гостиничных и торговых проектов. Под эгидой группы работает команда из 3500 профессионалов. Портфолио включает элитные дома, отели с лучшим соотношением цены и качества и удобные торговые центры. Компания гарантирует безопасность инвестиций благодаря ноу-хау и знанию рынка. Каждый проект создается с вниманием к деталям, превращая будущее в настоящее.","{https://files.alnair.ae/uploads/2024/7/94/22/94226e30241fa55e0cd9061c60faa8f2.png;https://files.alnair.ae/uploads/gallery_photo/2025/2/c5/71/c571276d56ad2c2ff7d033f8fb9b927a.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/7/49/98/4998a9c58cb86046fe06a7abc9194feb.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/8/2d/d1/2dd1488c203658fcd566d329a87c8194.jpg;https://files.alnair.ae/uploads/gallery_photo/2022/12/ae/d7/aed74c9cc7322b7a065d33d5e79d935b.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/7/8f/53/8f535f960862d9fe61181ef48c71cb1f.jpg;https://files.alnair.ae/uploads/gallery_photo/2024/7/50/0a/500a0ffbfd806658a298d3813f48bf95.png;https://files.alnair.ae/uploads/gallery_photo/2024/7/e2/f5/e2f5693d734202877570a9b643f2e53e.jpg}",2025-11-13T00:22:50.678Z
